time_ms,mode,path_planning,heading,cardinal,target,error,left_motor,right_motor,auto_motor,gps_status,lat,lon,alt,sats,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,encoder_pos
7508,unknown,False,342.0,N,210,-132.0,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.00,-0.40,0.91,-4.8,4.1,-2.1,0
8598,manual,False,264.2,W,210,-54.2,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,0.02,-0.40,0.91,-3.1,-0.9,-2.9,1
9689,manual,False,246.9,SW,210,-36.9,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,0.02,-0.40,0.90,-4.4,1.3,2.1,1
10738,manual,False,242.2,SW,210,-32.2,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.00,-0.40,0.89,-4.9,-0.6,2.3,1
11803,manual,False,241.0,SW,210,-31.0,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.40,0.90,-5.1,-1.5,-2.6,1
12840,manual,False,240.8,SW,210,-30.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.40,0.90,-4.8,-2.6,-2.8,1
13960,manual,False,241.8,SW,210,-31.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.01,-0.41,0.89,-4.4,-0.1,-3.6,1
15058,manual,False,242.5,SW,210,-32.5,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.40,0.89,-3.7,-5.1,0.7,1
16152,manual,False,241.6,SW,210,-31.6,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.41,0.88,-4.1,-9.5,4.1,1
17270,manual,False,240.1,SW,210,-30.1,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.00,-0.40,0.90,-4.9,1.0,-1.1,1
18351,manual,False,240.0,SW,210,-30.0,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.00,-0.40,0.90,-4.8,1.7,-1.6,1
19370,autonomous,False,240.2,SW,210,-30.2,1466,1338,2000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.35,0.91,-2.4,-0.1,-7.2,1
20380,autonomous,False,241.2,SW,210,-31.2,1705,1158,2000,NO_DATA,N/A,N/A,N/A,0,0.05,-0.36,0.83,-4.7,3.5,-10.8,2
21461,autonomous,False,243.1,SW,210,-33.1,1818,1043,2000,NO_DATA,N/A,N/A,N/A,0,-0.00,-0.34,0.91,-3.9,3.4,-14.0,2
22561,autonomous,False,246.6,SW,210,-36.6,1817,1044,2000,NO_FIX,N/A,N/A,N/A,0,0.05,-0.36,0.95,-4.4,5.0,-13.1,3
