time_ms,mode,path_planning,heading,cardinal,target,error,left_motor,right_motor,auto_motor,gps_status,lat,lon,alt,sats,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,encoder_pos
5721,unknown,False,338.9,N,210,-128.9,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.02,-0.43,0.88,-4.6,-1.5,-0.8,0
6820,manual,False,246.6,SW,210,-36.6,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.44,0.87,-4.8,-1.7,-0.6,1
7887,manual,False,225.1,SW,210,-15.1,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.43,0.88,-4.8,-1.5,-0.6,1
8991,manual,False,220.2,SW,210,-10.2,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.44,0.87,-4.6,-1.3,-0.6,1
10068,manual,False,219.0,SW,210,-9.0,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.43,0.88,-4.6,-1.6,-0.6,1
11191,manual,False,218.5,SW,210,-8.5,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.43,0.88,-4.5,-1.1,-0.7,1
12185,manual,False,218.3,SW,210,-8.3,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.43,0.88,-4.7,-1.4,-0.7,1
13285,manual,False,218.3,SW,210,-8.3,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.44,0.87,-4.7,-1.6,-0.8,1
14375,manual,False,218.3,SW,210,-8.3,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.02,-0.43,0.88,-4.7,-1.4,-0.8,1
15466,manual,False,218.5,SW,210,-8.5,1000,1000,1000,NO_FIX,N/A,N/A,N/A,5,-0.02,-0.43,0.87,-4.6,-1.6,-0.8,1
16487,manual,False,218.8,SW,210,-8.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.44,0.89,-4.5,-1.4,-0.6,1
