time_ms,mode,path_planning,heading,cardinal,target,error,left_motor,right_motor,auto_motor,gps_status,lat,lon,alt,sats,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,encoder_pos
10642,unknown,False,346.4,N,210,-136.4,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.01,-0.32,0.92,-4.7,-1.3,-0.8,0
11750,manual,False,287.2,W,210,-77.2,1185,1185,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.32,0.93,-4.7,-1.3,-0.8,0
12802,manual,False,273.2,W,210,-63.2,1185,1185,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.33,0.92,-4.8,-1.3,-0.7,0
13892,manual,False,270.0,W,210,-60.0,1185,1185,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.32,0.91,-4.6,-1.2,-0.9,0
14992,manual,False,269.3,W,210,-59.3,1185,1185,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.33,0.93,-4.6,-1.3,-0.9,0
15993,manual,False,269.3,W,210,-59.3,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.33,0.94,-4.7,-1.3,-0.9,0
17073,manual,False,269.4,W,210,-59.4,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.01,-0.32,0.93,-4.6,-1.0,-0.7,0
18133,manual,False,269.4,W,210,-59.4,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.32,0.93,-4.6,-1.3,-0.8,0
19205,manual,False,269.4,W,210,-59.4,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.32,0.93,-4.6,-1.3,-0.7,0
20280,manual,False,269.5,W,210,-59.5,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.02,-0.32,0.92,-4.7,-1.4,-0.8,0
21334,manual,False,269.4,W,210,-59.4,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.02,-0.32,0.92,-4.4,-1.3,-0.7,0
22336,manual,False,269.4,W,210,-59.4,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.02,-0.33,0.92,-4.4,-1.4,-0.8,0
23364,manual,False,269.3,W,210,-59.3,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.02,-0.32,0.92,-4.6,-1.3,-0.8,0
24445,manual,False,269.4,W,210,-59.4,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.33,0.92,-4.6,-1.4,-0.9,0
25545,manual,False,269.4,W,210,-59.4,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.32,0.91,-4.7,-1.3,-0.9,0
26545,manual,False,269.4,W,210,-59.4,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.32,0.93,-4.6,-1.4,-0.8,0
27605,manual,False,269.4,W,210,-59.4,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.32,0.92,-4.6,-1.2,-0.9,0
28605,manual,False,269.4,W,210,-59.4,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.32,0.92,-4.7,-1.5,-0.9,0
29688,manual,False,269.4,W,210,-59.4,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.33,0.92,-4.8,-1.4,-0.8,0
30796,manual,False,269.5,W,210,-59.5,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.33,0.92,-4.7,-1.3,-0.8,0
31910,manual,False,269.5,W,210,-59.5,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.32,0.91,-4.7,-1.4,-0.8,0
32926,manual,False,269.4,W,210,-59.4,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.33,0.92,-4.7,-1.2,-0.8,0
34011,manual,False,269.5,W,210,-59.5,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.32,0.92,-4.6,-1.3,-0.9,0
35025,manual,False,269.5,W,210,-59.5,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.33,0.92,-4.7,-1.3,-0.8,0
36097,manual,False,269.5,W,210,-59.5,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.33,0.93,-4.6,-1.2,-0.9,0
