time_ms,mode,path_planning,heading,cardinal,left_motor,right_motor,auto_motor,gps_status,lat,lon,alt,sats,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,encoder_pos
983177,hover,False,339.2,N,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.06,-0.53,0.82,-4.7,-1.6,-1.0,0
984237,hover,False,248.5,W,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.51,0.87,-5.0,-1.8,-0.8,1
985317,hover,False,227.4,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.52,0.83,-4.8,-1.7,-0.5,2
986381,hover,False,222.6,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.06,-0.52,0.81,-4.9,-2.1,-0.6,2
987465,hover,False,221.7,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.56,0.84,-4.4,-1.5,-0.8,3
988466,hover,False,221.6,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.00,-0.53,0.84,-4.3,-1.6,-0.4,3
989548,hover,False,221.6,SW,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,0.01,-0.55,0.83,-4.6,-1.7,-0.7,3
990625,hover,False,221.3,SW,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.08,-0.51,0.77,-4.3,-1.2,-0.4,2
991692,hover,False,221.3,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.52,0.80,-4.9,-1.3,-0.5,1
992793,hover,False,221.6,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.05,-0.49,0.82,-4.2,-1.2,-0.9,1
993869,hover,False,221.7,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.03,-0.51,0.88,-3.4,0.0,-0.9,0
994966,manual,False,221.5,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.50,0.83,-4.4,-1.3,-0.8,0
996043,manual,False,221.6,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.51,0.84,-4.6,-1.2,-0.9,0
997138,manual,False,221.7,SW,1055,1055,1000,NO_DATA,N/A,N/A,N/A,0,-0.05,-0.50,0.83,-4.4,-1.3,-0.7,0
998233,manual,False,221.9,SW,1081,1080,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.50,0.84,-4.6,-1.5,-0.8,0
999320,manual,False,221.9,SW,1056,1056,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.51,0.84,-4.7,-1.1,-0.9,0
1000427,manual,False,221.7,SW,1056,1056,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.50,0.83,-4.7,-1.2,-0.8,0
1001501,manual,False,221.6,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.05,-0.50,0.84,-4.6,-1.1,-0.9,0
1002606,manual,False,221.4,SW,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.04,-0.50,0.83,-4.6,-1.2,-0.8,0
1003686,hover,False,221.3,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.51,0.82,-4.1,-0.5,-0.8,-1
1004791,manual,False,221.5,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.51,0.83,-4.7,-1.3,-0.7,-1
1005901,manual,True,221.3,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.50,0.83,-4.6,-1.2,-0.9,-1
1007003,manual,True,221.4,SW,1061,1061,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.51,0.81,-4.8,-0.9,-0.7,-1
1009138,manual,True,221.6,SW,1113,1112,1000,NO_FIX,N/A,N/A,N/A,0,-0.02,-0.51,0.84,-4.7,-1.0,-0.8,-1
1010250,manual,True,222.1,SW,1122,1121,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.51,0.83,-5.1,-1.3,-0.7,-1
1011325,manual,True,222.2,SW,1091,1091,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.55,0.83,-4.6,-1.3,-0.6,-1
1012335,manual,True,222.1,SW,1049,1049,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.49,0.83,-4.6,-1.2,-1.0,-1
1013427,manual,True,221.8,SW,1048,1047,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.51,0.83,-4.5,-1.3,-0.8,-1
1014532,manual,True,221.9,SW,1024,1023,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.51,0.82,-4.7,-1.3,-0.8,-1
1015641,manual,True,221.8,SW,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.05,-0.50,0.83,-4.6,-1.3,-0.7,-1
1016757,manual,True,221.5,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.05,-0.50,0.84,-4.5,-1.2,-0.7,-1
1017838,manual,False,221.3,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.51,0.83,-4.5,-1.2,-1.0,-1
1018931,manual,False,221.7,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.50,0.84,-4.5,-1.1,-0.7,-1
1019939,manual,False,221.9,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.50,0.84,-4.5,-1.1,-0.7,-1
1021034,manual,False,221.7,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.51,0.83,-4.6,-1.3,-0.8,-1
1022043,manual,False,221.6,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.50,0.83,-4.7,-1.3,-0.7,-1
