time_ms,mode,path_planning,heading,cardinal,target,error,left_motor,right_motor,auto_motor,gps_status,lat,lon,alt,sats,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,encoder_pos
7993,unknown,False,340.7,N,210,-130.7,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.03,-0.42,0.88,-4.6,-1.2,-0.9,0
9007,unknown,False,261.2,W,210,-51.2,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.06,-0.45,0.90,-3.9,-0.4,-0.9,1
10083,unknown,False,238.4,SW,210,-28.4,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.06,-0.40,0.89,-4.8,-0.3,-1.3,2
11164,manual,False,233.0,SW,210,-23.0,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.42,0.87,-4.7,-1.1,-0.8,2
12248,manual,False,231.7,SW,210,-21.7,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.42,0.88,-4.7,-1.2,-0.7,2
13335,manual,False,231.5,SW,210,-21.5,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.03,-0.43,0.87,-4.6,-1.1,-0.8,2
14388,manual,False,231.4,SW,210,-21.4,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.42,0.87,-4.5,-1.3,-0.7,2
15393,manual,False,231.5,SW,210,-21.5,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.42,0.88,-4.7,-1.1,-0.8,2
16453,manual,False,231.5,SW,210,-21.5,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.42,0.87,-4.8,-1.0,-0.9,2
17526,manual,False,231.4,SW,210,-21.4,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.43,0.88,-4.6,-1.1,-1.0,2
18615,manual,False,231.3,SW,210,-21.3,1100,1100,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.43,0.88,-4.9,-0.9,-1.0,2
