time_ms,mode,path_planning,heading,cardinal,target,error,left_motor,right_motor,auto_motor,gps_status,lat,lon,alt,sats,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,encoder_pos
7912,unknown,False,343.5,N,210,-133.5,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.03,-0.38,0.90,-4.6,-1.2,-0.7,0
8981,manual,False,271.6,W,210,-61.6,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.39,0.88,-4.5,-1.1,-0.5,1
10072,manual,False,254.9,W,210,-44.9,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.38,0.89,-4.6,-1.1,-1.0,1
11132,manual,False,251.0,W,210,-41.0,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.38,0.89,-4.7,-1.1,-0.8,1
12213,manual,False,250.2,W,210,-40.2,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.39,0.88,-4.6,-1.4,-0.9,1
13295,manual,False,250.0,W,210,-40.0,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.02,-0.39,0.90,-4.5,-1.2,-0.9,1
14372,hover,False,249.8,W,210,-39.8,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.00,-0.35,0.83,-4.0,-3.1,-1.3,1
15382,hover,False,249.8,W,210,-39.8,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,0.01,-0.39,0.90,-4.4,-3.3,-0.8,2
16457,hover,False,249.8,W,210,-39.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.03,-0.37,0.86,-4.2,-2.8,-0.4,2
17553,hover,False,249.8,W,210,-39.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.01,-0.39,0.90,-4.3,-2.7,-0.6,3
18556,hover,False,249.8,W,210,-39.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.03,-0.36,0.88,-5.1,0.0,-0.5,3
19561,hover,False,249.8,W,210,-39.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.02,-0.41,0.91,-4.7,0.2,-0.3,3
21856,hover,False,249.8,W,210,-39.8,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.05,-0.38,0.87,-4.7,-0.8,-0.9,2
22868,hover,False,249.9,W,210,-39.9,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.04,-0.39,0.90,-4.5,-1.7,-0.2,2
23950,hover,False,249.8,W,210,-39.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.38,0.86,-4.7,-1.5,-0.8,1
25032,hover,False,249.7,W,210,-39.7,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.04,-0.38,0.94,-4.7,-0.8,-0.4,1
26145,hover,False,249.8,W,210,-39.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.01,-0.30,0.89,-4.9,-1.4,-0.5,0
27155,hover,False,249.8,W,210,-39.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.02,-0.33,0.89,-4.9,-2.4,-0.4,-1
28258,hover,False,249.9,W,210,-39.9,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.04,-0.36,0.89,-4.5,-2.0,-0.5,-2
29381,hover,False,249.8,W,210,-39.8,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.00,-0.45,0.92,-4.6,-0.9,-0.6,-2
30443,hover,False,249.7,W,210,-39.7,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.38,0.86,-4.9,-0.3,-0.9,-3
31561,hover,False,249.8,W,210,-39.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.40,0.90,-4.5,-0.4,-1.3,-4
32651,hover,False,249.8,W,210,-39.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.05,-0.41,0.94,-5.0,-0.7,-0.4,-3
33723,hover,False,249.8,W,210,-39.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.01,-0.41,0.94,-4.9,-1.7,-0.5,-2
34742,hover,False,249.7,W,210,-39.7,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.05,-0.36,0.89,-4.8,-2.6,-0.9,-2
35842,hover,False,249.8,W,210,-39.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.07,-0.37,0.83,-4.6,-2.7,-1.6,-1
36942,hover,False,249.8,W,210,-39.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.36,0.85,-4.4,-3.0,-1.2,0
38042,manual,False,249.8,W,210,-39.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.39,0.88,-4.8,-1.2,-0.8,1
39114,manual,False,249.9,W,210,-39.9,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.39,0.90,-4.6,-1.0,-0.8,1
40123,manual,False,249.7,W,210,-39.7,1375,1372,1000,NO_DATA,N/A,N/A,N/A,0,-0.05,-0.39,0.90,-4.5,-1.0,-0.7,1
41206,manual,False,249.6,W,210,-39.6,1026,1026,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.39,0.90,-4.4,-1.3,-0.6,1
42219,manual,False,249.8,W,210,-39.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.39,0.89,-4.6,-1.0,-0.8,1
43314,manual,False,249.5,W,210,-39.5,1381,1381,1000,NO_FIX,N/A,N/A,N/A,0,-0.04,-0.39,0.89,-4.6,-0.9,-0.7,1
44324,manual,False,249.7,W,210,-39.7,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.03,-0.39,0.89,-4.7,-1.0,-0.8,1
45343,manual,False,249.8,W,210,-39.8,1124,1123,1000,NO_FIX,N/A,N/A,N/A,0,-0.03,-0.40,0.90,-4.7,-1.2,-0.8,1
46355,manual,False,249.6,W,210,-39.6,1094,1093,1000,NO_FIX,N/A,N/A,N/A,0,-0.01,-0.38,0.87,-4.4,-1.2,-0.8,1
47374,manual,False,249.6,W,210,-39.6,1176,1175,1000,NO_FIX,N/A,N/A,N/A,0,-0.02,-0.38,0.89,-4.6,-1.0,-0.9,1
48411,manual,False,249.7,W,210,-39.7,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.39,0.90,-4.6,-1.1,-0.8,1
49462,manual,False,249.7,W,210,-39.7,1062,1135,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.40,0.89,-4.6,-1.1,-0.7,1
50545,manual,False,249.7,W,210,-39.7,1167,1036,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.38,0.90,-4.7,-1.4,-0.6,1
51647,manual,False,249.7,W,210,-39.7,1054,1053,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.38,0.88,-4.7,-1.2,-0.8,1
