time_ms,mode,path_planning,heading,cardinal,target,error,left_motor,right_motor,auto_motor,gps_status,lat,lon,alt,sats,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,encoder_pos
7844,unknown,False,348.6,N,210,-138.6,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,0.00,-0.32,0.91,-4.6,-1.1,-0.8,0
8936,hover,False,298.6,NW,210,-88.6,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.33,0.93,-4.8,-2.1,-1.0,1
10044,hover,False,287.1,W,210,-77.1,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.00,-0.29,0.89,-4.8,-0.1,-0.9,2
11133,hover,False,284.4,W,210,-74.4,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.03,-0.32,0.93,-4.8,-0.2,-0.6,2
12137,hover,False,283.9,W,210,-73.9,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.05,-0.37,0.90,-3.6,-2.0,-0.5,3
13204,hover,False,283.8,W,210,-73.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.30,0.90,-5.0,-1.3,-0.9,4
14293,hover,False,283.6,W,210,-73.6,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,0.04,-0.36,0.95,-4.5,-0.4,-0.7,3
15374,hover,False,283.6,W,210,-73.6,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.02,-0.31,0.94,-4.3,-1.0,-1.4,2
16448,hover,False,283.6,W,210,-73.6,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.01,-0.32,0.92,-5.1,-0.5,-1.1,2
17535,hover,False,283.6,W,210,-73.6,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.05,-0.33,0.94,-4.5,-0.2,-1.1,1
18615,hover,False,283.7,W,210,-73.7,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.08,-0.35,0.92,-4.5,-0.9,-1.1,0
19685,hover,False,283.7,W,210,-73.7,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.01,-0.32,0.92,-5.0,-1.4,-1.4,0
20775,hover,False,283.7,W,210,-73.7,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.04,-0.33,0.92,-5.2,-1.0,-1.4,-1
21846,hover,False,283.6,W,210,-73.6,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.32,0.93,-4.5,-0.3,-1.2,-2
22943,hover,False,283.7,W,210,-73.7,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.04,-0.35,0.91,-4.6,-0.9,-0.4,-2
24056,hover,False,283.6,W,210,-73.6,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.07,-0.35,0.92,-4.7,-1.5,-1.0,-3
25156,hover,False,283.6,W,210,-73.6,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.31,0.97,-5.5,-0.2,-0.9,-3
26235,hover,False,283.6,W,210,-73.6,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.33,0.91,-4.5,-1.8,-1.1,-3
