time_ms,mode,path_planning,heading,cardinal,target,error,left_motor,right_motor,auto_motor,gps_status,lat,lon,alt,sats,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,encoder_pos
3825075,unknown,False,339.0,N,210,-129.0,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.01,-0.47,0.86,-4.6,-1.5,-0.8,0
3826166,manual,False,247.3,SW,210,-37.3,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.46,0.86,-4.7,-1.4,-0.8,0
3827256,manual,False,226.0,SW,210,-16.0,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.47,0.86,-4.8,-1.4,-0.8,0
3828334,manual,False,221.2,SW,210,-11.2,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.47,0.86,-4.7,-1.3,-0.9,0
3829457,manual,False,219.9,SW,210,-9.9,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.47,0.87,-4.5,-1.3,-0.8,0
3830526,manual,False,219.5,SW,210,-9.5,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.47,0.86,-4.7,-1.3,-0.8,0
3831622,manual,False,219.3,SW,210,-9.3,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.47,0.86,-4.7,-1.3,-0.8,0
3832706,manual,False,219.2,SW,210,-9.2,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.00,-0.46,0.86,-4.6,-1.2,-1.0,0
3833794,hover,False,219.3,SW,210,-9.3,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.44,0.99,-5.5,-2.4,-0.5,0
3834896,hover,False,219.3,SW,210,-9.3,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.45,0.79,-5.4,-1.9,-0.5,1
3835997,hover,False,219.4,SW,210,-9.4,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.01,-0.43,0.96,-5.4,-2.7,-0.6,2
3837077,autonomous,False,219.5,SW,210,-9.5,1000,1000,2000,NO_DATA,N/A,N/A,N/A,0,0.02,-0.47,0.88,-4.5,-1.3,-0.8,2
3838138,autonomous,False,219.5,SW,210,-9.5,1112,1111,2000,NO_DATA,N/A,N/A,N/A,0,-0.05,-0.50,0.79,-4.2,-1.5,-1.1,2
3839198,autonomous,False,219.6,SW,210,-9.6,1125,1125,2000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.47,0.84,-4.7,-1.4,-0.9,3
3840268,autonomous,False,219.7,SW,210,-9.7,1239,1238,2000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.45,0.84,-4.9,-1.5,-0.7,3
3841358,autonomous,False,219.7,SW,210,-9.7,1190,1189,2000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.46,0.87,-4.9,-1.7,-0.8,4
3842450,autonomous,False,219.4,SW,210,-9.4,1184,1183,2000,NO_DATA,N/A,N/A,N/A,0,0.02,-0.46,0.88,-4.9,-1.1,-0.4,3
3843539,autonomous,False,219.5,SW,210,-9.5,1184,1183,2000,NO_DATA,N/A,N/A,N/A,0,0.01,-0.48,0.84,-5.0,-1.8,-1.3,2
3844629,autonomous,False,219.5,SW,210,-9.5,1184,1183,2000,NO_DATA,N/A,N/A,N/A,0,0.04,-0.45,0.88,-4.8,-1.6,-0.4,2
3845640,autonomous,False,219.6,SW,210,-9.6,1184,1183,2000,NO_DATA,N/A,N/A,N/A,0,0.00,-0.46,0.91,-4.8,-1.6,-0.5,2
3846650,autonomous,False,219.6,SW,210,-9.6,1184,1183,2000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.46,0.87,-4.8,-1.3,-0.9,2
3847670,autonomous,False,219.7,SW,210,-9.7,1184,1183,2000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.46,0.88,-4.6,-1.5,-0.9,1
3848711,autonomous,False,219.6,SW,210,-9.6,1184,1183,2000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.47,0.88,-4.7,-1.3,-0.7,1
3849780,autonomous,False,219.6,SW,210,-9.6,1185,1184,2000,NO_FIX,N/A,N/A,N/A,0,0.02,-0.49,0.84,-4.8,-1.0,-0.3,0
3850800,autonomous,False,219.6,SW,210,-9.6,1185,1184,2000,NO_FIX,N/A,N/A,N/A,0,0.01,-0.49,0.86,-4.7,-1.4,-0.5,0
3851851,autonomous,False,219.6,SW,210,-9.6,1184,1183,2000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.45,0.86,-4.8,-1.2,-0.8,0
3852891,autonomous,False,219.6,SW,210,-9.6,1185,1184,2000,NO_DATA,N/A,N/A,N/A,0,0.01,-0.46,0.85,-4.6,-0.8,-0.9,0
3853961,autonomous,False,219.7,SW,210,-9.7,1185,1184,2000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.48,0.86,-4.7,-1.1,-0.5,-1
3855052,autonomous,False,219.7,SW,210,-9.7,1184,1183,2000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.48,0.87,-4.6,-1.2,-0.7,-1
3856161,autonomous,False,219.7,SW,210,-9.7,1185,1184,2000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.47,0.83,-4.4,-0.7,-1.0,-2
3857171,autonomous,False,219.7,SW,210,-9.7,1185,1184,2000,NO_DATA,N/A,N/A,N/A,0,-0.05,-0.47,0.88,-4.6,-1.3,-0.9,-2
3858291,autonomous,False,219.8,SW,210,-9.8,1184,1183,2000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.48,0.84,-4.6,-1.7,-1.0,-2
3859302,autonomous,False,219.7,SW,210,-9.7,1185,1184,2000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.45,0.85,-4.8,-1.7,-0.7,-2
3860302,autonomous,False,219.7,SW,210,-9.7,1185,1184,2000,NO_DATA,N/A,N/A,N/A,0,0.03,-0.47,0.87,-4.8,-1.2,-0.6,-2
3861313,autonomous,False,219.7,SW,210,-9.7,1184,1183,2000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.47,0.85,-4.7,-1.2,-1.1,-3
3862423,autonomous,False,219.7,SW,210,-9.7,1184,1183,2000,NO_DATA,N/A,N/A,N/A,0,-0.00,-0.48,0.85,-4.5,-1.4,-0.8,-3
3863533,autonomous,False,219.7,SW,210,-9.7,1185,1184,2000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.46,0.86,-4.7,-1.0,-0.9,-3
3864533,autonomous,False,219.5,SW,210,-9.5,1185,1184,2000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.45,0.85,-4.6,-1.5,-1.1,-3
3865543,autonomous,False,219.6,SW,210,-9.6,1184,1183,2000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.46,0.84,-4.6,-1.4,-0.9,-3
3866583,autonomous,False,219.7,SW,210,-9.7,1184,1183,2000,NO_DATA,N/A,N/A,N/A,0,0.00,-0.44,0.89,-4.5,-1.3,-0.9,-3
3867634,autonomous,False,219.7,SW,210,-9.7,1184,1183,2000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.47,0.86,-4.5,-1.6,-0.9,-3
3868684,autonomous,False,219.7,SW,210,-9.7,1184,1183,2000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.44,0.83,-4.7,-1.2,-0.8,-2
3869754,autonomous,False,219.8,SW,210,-9.8,1184,1183,2000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.45,0.89,-4.7,-1.8,-0.8,-2
3870835,autonomous,False,219.7,SW,210,-9.7,1184,1183,2000,NO_FIX,N/A,N/A,N/A,0,0.00,-0.47,0.85,-4.5,-1.1,-0.8,-2
3871895,autonomous,False,219.6,SW,210,-9.6,1185,1184,2000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.48,0.86,-4.7,-1.0,-0.7,-1
