time_ms,mode,path_planning,heading,cardinal,target,error,left_motor,right_motor,auto_motor,gps_status,lat,lon,alt,sats,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,encoder_pos
5263,unknown,False,345.2,N,210,-135.2,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.05,-0.44,0.87,-5.0,-1.5,-0.8,0
6318,hover,False,280.0,W,210,-70.0,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.03,-0.47,0.91,-4.4,-1.1,-0.7,1
7355,hover,False,265.1,W,210,-55.1,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.07,-0.44,0.87,-4.9,-1.3,-0.6,2
8454,hover,False,261.8,W,210,-51.8,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.02,-0.45,0.90,-4.9,-1.6,-0.6,3
9517,hover,False,261.0,W,210,-51.0,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.05,-0.46,0.89,-4.7,-0.9,-0.7,3
10567,hover,False,260.8,W,210,-50.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.04,-0.43,0.90,-4.8,-1.4,-0.8,3
11665,hover,False,260.8,W,210,-50.8,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.04,-0.48,0.88,-4.7,-1.9,-1.2,2
12730,hover,False,260.9,W,210,-50.9,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.47,0.90,-4.5,-2.0,-1.1,2
13802,hover,False,260.7,W,210,-50.7,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.44,0.88,-4.5,-1.8,-0.7,1
14866,hover,False,260.6,W,210,-50.6,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.47,0.87,-4.8,-2.1,-1.3,0
15935,hover,False,260.5,W,210,-50.5,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.01,-0.44,0.89,-4.8,-2.2,-0.6,0
17016,hover,False,260.4,W,210,-50.4,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.46,0.87,-4.8,-2.2,-0.8,-1
18077,hover,False,260.3,W,210,-50.3,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.00,-0.44,0.90,-4.7,-1.9,-0.9,-2
19144,hover,False,260.3,W,210,-50.3,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.42,0.87,-4.8,-2.0,-1.1,-2
20213,hover,False,260.7,W,210,-50.7,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.04,-0.43,0.91,-4.6,-1.6,-0.9,-2
21258,hover,False,260.7,W,210,-50.7,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.00,-0.44,0.92,-4.8,-2.1,-1.1,-2
22329,hover,False,260.8,W,210,-50.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.05,-0.45,0.86,-4.6,-2.0,-1.0,-3
23427,hover,False,260.8,W,210,-50.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.02,-0.46,0.90,-4.6,-1.1,-0.4,-3
24496,hover,False,260.7,W,210,-50.7,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.42,0.84,-5.1,-2.4,-1.3,-3
25550,hover,False,260.6,W,210,-50.6,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.01,-0.45,0.88,-4.8,-2.0,-0.9,-3
26620,hover,False,260.6,W,210,-50.6,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.06,-0.43,0.84,-4.9,-1.9,-1.0,-3
27718,hover,False,260.6,W,210,-50.6,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.45,0.90,-4.6,-1.1,-0.6,-3
28799,hover,False,260.8,W,210,-50.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.06,-0.46,0.85,-4.9,-3.6,2.5,-3
29892,hover,False,261.8,W,210,-51.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.06,-0.44,0.86,-4.7,-1.8,-0.7,-3
30999,hover,False,262.3,W,210,-52.3,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.06,-0.43,0.87,-4.7,-1.6,-1.1,-2
32089,hover,False,262.2,W,210,-52.2,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.46,0.88,-4.5,-0.7,-0.6,-1
33159,hover,False,262.4,W,210,-52.4,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.44,0.89,-4.5,-1.2,-0.6,-1
34244,hover,False,262.3,W,210,-52.3,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.00,-0.44,0.90,-4.5,-1.2,-0.9,0
35319,hover,False,262.3,W,210,-52.3,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.47,0.91,-4.4,-0.7,-0.7,1
36396,hover,False,262.2,W,210,-52.2,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.02,-0.45,0.90,-4.6,-1.7,-0.9,2
37484,hover,False,262.4,W,210,-52.4,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.45,0.88,-4.2,-0.8,-0.7,2
38544,hover,False,262.4,W,210,-52.4,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.44,0.89,-4.5,-0.4,-0.4,3
39620,hover,False,262.4,W,210,-52.4,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.43,0.88,-4.8,-1.5,-0.8,4
