time_ms,mode,path_planning,heading,cardinal,left_motor,right_motor,auto_motor,gps_status,lat,lon,alt,sats,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,encoder_pos
518301,hover,False,339.4,N,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.06,-0.47,0.85,-5.0,-1.0,-1.0,0
519367,hover,False,249.3,W,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.06,-0.52,0.83,-5.3,-1.5,-1.0,0
520422,hover,False,228.3,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.54,0.84,-4.6,-1.8,-0.5,1
521489,hover,False,223.6,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.50,0.85,-4.8,-2.1,-0.7,2
522542,hover,False,222.3,SW,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.03,-0.49,0.82,-5.2,-1.6,-0.9,2
523619,manual,False,221.7,SW,1061,1061,1000,NO_FIX,N/A,N/A,N/A,0,-0.04,-0.50,0.83,-4.8,-1.1,-0.8,2
524685,manual,False,222.1,SW,1181,1181,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.50,0.83,-4.5,-1.4,-0.7,2
525751,manual,False,221.6,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.51,0.84,-4.4,-1.1,-0.9,2
526819,manual,False,221.5,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.51,0.83,-4.8,-1.1,-0.9,2
527886,manual,False,221.5,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.51,0.84,-4.7,-1.2,-0.9,2
528962,manual,False,221.7,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.50,0.83,-4.4,-1.1,-0.7,2
530030,manual,False,221.5,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.50,0.84,-4.6,-1.2,-0.7,2
531105,manual,False,221.6,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.51,0.83,-4.6,-1.3,-0.8,2
532161,manual,False,221.6,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.51,0.84,-4.6,-1.1,-0.8,2
533238,manual,False,221.5,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.50,0.84,-4.5,-1.1,-0.7,2
534333,manual,True,221.5,SW,1034,1033,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.51,0.84,-4.7,-1.2,-0.8,2
535417,manual,True,221.9,SW,1149,1148,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.51,0.84,-4.6,-0.9,-0.7,2
536499,manual,True,222.0,SW,1180,1179,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.51,0.84,-4.5,-1.2,-0.9,2
537578,manual,True,222.3,SW,1250,1249,1000,NO_FIX,N/A,N/A,N/A,0,-0.03,-0.48,0.83,-4.5,-1.6,-0.9,2
538667,manual,True,222.1,SW,1166,1166,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.51,0.83,-4.0,-1.4,-0.9,2
540751,manual,True,222.1,SW,1165,1165,1000,NO_FIX,N/A,N/A,N/A,0,-0.02,-0.50,0.85,-4.6,-1.3,-1.0,2
541817,manual,True,221.6,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.50,0.83,-4.6,-1.0,-0.8,2
542896,manual,True,221.5,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.50,0.84,-4.7,-1.4,-0.8,2
543981,manual,False,221.1,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.50,0.84,-4.8,-1.1,-0.7,2
545051,manual,False,221.1,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.51,0.83,-4.6,-1.3,-0.7,2
546136,manual,False,221.2,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.50,0.84,-4.7,-1.0,-0.9,3
547194,manual,False,221.4,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.05,-0.50,0.84,-4.7,-1.2,-0.9,3
548279,hover,False,221.4,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.55,0.84,-4.3,-1.6,-0.8,3
549342,hover,False,221.4,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.51,0.83,-4.2,-1.1,-0.0,3
550421,hover,False,221.2,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.48,0.81,-4.7,-0.8,-0.5,2
551490,hover,False,221.4,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.48,0.83,-4.6,-0.7,-0.7,2
