time_ms,mode,path_planning,heading,cardinal,left_motor,right_motor,auto_motor,gps_status,lat,lon,alt,sats,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,encoder_pos
1987506,manual,True,217.1,SW,1069,1069,1000,NO_DATA,N/A,N/A,N/A,0,0.00,-0.47,0.84,-4.5,-1.5,-0.7,2
1988583,manual,True,217.0,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.47,0.86,-4.6,-1.3,-0.9,2
1989683,manual,False,216.9,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.47,0.86,-4.6,-1.3,-0.8,2
1990772,manual,False,216.9,SW,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.00,-0.47,0.86,-4.6,-1.4,-0.8,2
1991853,manual,False,216.8,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.46,0.86,-4.8,-1.3,-0.8,2
1992941,manual,False,216.9,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.47,0.86,-4.6,-1.3,-0.8,2
1994030,manual,False,216.8,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.47,0.86,-4.6,-1.2,-0.7,2
1995135,manual,False,217.0,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.47,0.86,-4.7,-1.3,-0.7,3
1996219,manual,False,217.0,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.48,0.85,-4.6,-1.5,-0.8,3
1997318,manual,False,217.0,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.46,0.86,-4.7,-1.4,-0.8,3
1998423,hover,False,217.1,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.47,0.86,-4.8,-1.3,-0.8,3
1999526,manual,False,217.1,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.47,0.87,-4.7,-1.4,-0.7,3
2000572,manual,False,217.2,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.47,0.86,-4.6,-1.5,-0.8,3
2001644,manual,False,217.3,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.47,0.87,-4.8,-1.4,-0.9,3
2002717,manual,False,217.2,SW,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,0.00,-0.47,0.86,-4.6,-1.3,-0.7,3
2003790,manual,False,217.2,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.47,0.86,-4.7,-1.4,-0.9,3
2004865,manual,False,217.0,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.46,0.86,-4.6,-1.2,-0.7,3
2005930,manual,False,217.0,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.46,0.86,-4.7,-1.4,-0.8,3
2007005,manual,False,216.8,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.46,0.86,-4.6,-1.3,-0.7,3
2008087,manual,False,216.8,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.47,0.86,-4.7,-1.5,-0.7,3
2009167,manual,False,217.0,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.47,0.86,-4.7,-1.3,-0.8,3
2010244,manual,False,216.9,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.47,0.86,-4.7,-1.4,-0.7,3
