time_ms,mode,path_planning,heading,cardinal,target,error,left_motor,right_motor,auto_motor,gps_status,lat,lon,alt,sats,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,encoder_pos
6636,unknown,False,348.8,N,210,-138.8,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.01,-0.39,0.90,-4.8,-1.7,-0.8,0
7725,autonomous,False,299.5,NW,210,-89.5,1813,1470,2000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.39,0.94,-4.6,-1.5,-0.9,1
8745,autonomous,False,288.0,W,210,-78.0,2000,1200,2000,NO_DATA,N/A,N/A,N/A,0,0.01,-0.39,0.93,-4.8,-1.6,-0.6,1
9758,autonomous,False,284.7,W,210,-74.7,2000,1000,2000,NO_FIX,N/A,N/A,N/A,0,-0.02,-0.39,0.95,-4.9,-2.4,-0.5,2
10873,hover,False,283.9,W,210,-73.9,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.39,0.96,-4.5,-1.5,-0.8,2
11937,hover,False,284.3,W,210,-74.3,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.00,-0.38,0.87,-4.6,-1.6,-1.1,3
13021,hover,False,284.6,W,210,-74.6,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.40,0.94,-4.6,-1.5,-0.9,3
14131,hover,False,284.6,W,210,-74.6,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.01,-0.41,0.87,-4.9,-1.0,-0.9,3
15228,hover,False,284.7,W,210,-74.7,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.02,-0.41,0.89,-4.6,-0.7,-0.5,2
16322,hover,False,284.6,W,210,-74.6,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.39,0.89,-4.4,-1.1,-0.9,2
17407,hover,False,284.6,W,210,-74.6,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.40,0.90,-4.6,-1.4,-0.7,1
18492,hover,False,284.6,W,210,-74.6,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.37,0.91,-4.5,-1.5,-0.7,0
19599,hover,False,284.7,W,210,-74.7,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.03,-0.43,0.83,-4.3,-0.6,-0.5,0
20697,hover,False,284.9,W,210,-74.9,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.01,-0.40,0.91,-4.9,-1.6,-1.1,0
21762,hover,False,284.8,W,210,-74.8,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.02,-0.37,0.90,-4.5,-1.6,-0.9,0
22850,hover,False,284.7,W,210,-74.7,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.00,-0.40,0.90,-4.3,-0.9,-0.6,-1
23932,hover,False,284.6,W,210,-74.6,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.02,-0.39,0.88,-4.6,-2.1,-0.7,-2
25050,hover,False,284.4,W,210,-74.4,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.41,0.91,-4.6,-1.3,-0.9,-2
26145,hover,False,284.5,W,210,-74.5,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.01,-0.40,0.91,-4.9,-1.3,-0.6,-2
27249,hover,False,284.5,W,210,-74.5,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.39,0.90,-4.9,-1.6,-0.5,-2
28358,hover,False,283.9,W,210,-73.9,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.00,-0.38,0.86,-4.7,-1.6,-0.6,-2
29360,hover,False,283.6,W,210,-73.6,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.01,-0.40,0.88,-4.9,-2.1,-0.6,-2
30373,hover,False,283.7,W,210,-73.7,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.01,-0.40,0.92,-4.8,-1.2,-0.7,-2
31465,hover,False,283.4,W,210,-73.4,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.38,0.89,-4.8,-1.4,-1.0,-2
