time_ms,mode,path_planning,heading,cardinal,left_motor,right_motor,auto_motor,gps_status,lat,lon,alt,sats,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,encoder_pos
289801,manual,False,339.3,N,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.04,-0.51,0.83,-4.7,-1.1,-0.8,0
290858,manual,False,248.6,W,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.50,0.83,-4.6,-1.1,-0.9,0
291935,manual,False,227.3,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.51,0.83,-4.5,-1.1,-0.8,0
293002,manual,False,222.7,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.51,0.84,-4.5,-1.4,-0.9,0
294086,manual,False,221.5,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.50,0.83,-4.5,-1.0,-0.6,0
295150,hover,False,221.5,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.47,0.83,-5.4,-1.7,-0.6,1
296209,hover,False,221.5,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.02,-0.49,0.84,-5.0,-1.0,-0.3,1
297294,manual,False,221.3,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.51,0.84,-4.7,-1.3,-0.8,2
298372,manual,False,221.2,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.50,0.83,-4.6,-1.0,-0.9,2
299471,manual,False,221.4,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.50,0.84,-4.6,-1.2,-0.9,2
301485,manual,False,221.3,SW,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.04,-0.51,0.83,-4.4,-1.2,-0.6,2
302565,manual,False,221.4,SW,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.04,-0.51,0.84,-4.5,-1.1,-0.7,2
303644,hover,False,221.4,SW,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.05,-0.50,0.82,-4.8,-1.6,-1.0,2
304730,hover,False,221.4,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.54,0.80,-4.7,-1.4,-0.9,2
305818,manual,False,221.4,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.50,0.83,-4.6,-1.1,-0.9,3
306899,manual,False,221.1,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.51,0.84,-4.6,-1.2,-0.8,3
307972,hover,False,221.4,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.07,-0.54,0.81,-4.5,-1.4,-0.9,3
309060,hover,False,221.2,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.51,0.84,-4.6,-1.2,-0.9,3
310123,hover,False,221.5,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.49,0.81,-4.5,-1.0,-0.7,3
311175,hover,True,221.3,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.54,0.85,-4.2,-1.3,-0.6,2
312264,hover,True,221.4,SW,1083,1082,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.50,0.87,-4.7,-0.3,-1.1,2
313359,hover,True,221.8,SW,1184,1183,1000,NO_DATA,N/A,N/A,N/A,0,-0.09,-0.50,0.77,-4.1,-1.7,-0.4,1
314455,hover,True,222.0,SW,1277,1276,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.51,0.82,-4.2,-1.6,-0.6,0
315560,hover,True,222.0,SW,1227,1227,1000,NO_FIX,N/A,N/A,N/A,0,-0.06,-0.53,0.85,-5.1,-1.4,-0.6,-1
316663,hover,True,221.6,SW,1053,1053,1000,NO_DATA,N/A,N/A,N/A,0,-0.06,-0.46,0.83,-4.2,-0.9,-0.4,-2
317758,hover,True,221.9,SW,1297,1296,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.51,0.83,-4.2,-0.4,-1.1,-2
318860,hover,True,221.8,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.05,-0.46,0.83,-4.9,-1.5,-0.7,-3
319940,hover,True,221.6,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.51,0.84,-5.0,-1.8,-0.9,-3
321040,hover,True,221.7,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.07,-0.49,0.82,-4.3,-0.6,-0.7,-3
322112,hover,False,221.7,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.05,-0.52,0.83,-5.4,-1.5,-0.8,-2
323218,hover,False,221.6,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.55,0.83,-4.2,-0.7,-1.0,-1
324305,hover,False,221.5,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.49,0.87,-4.6,-1.7,-0.8,-1
325391,manual,False,221.4,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.51,0.85,-4.5,-1.2,-0.7,0
326491,manual,False,221.5,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.50,0.83,-4.6,-1.2,-0.7,0
327582,manual,False,221.4,SW,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.04,-0.51,0.84,-4.7,-1.3,-0.8,0
328588,manual,False,221.6,SW,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.04,-0.50,0.82,-4.6,-1.0,-0.9,0
329688,manual,False,221.6,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.50,0.83,-4.6,-1.1,-0.8,0
330690,manual,False,221.6,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.51,0.84,-4.6,-1.2,-0.8,0
331795,manual,False,221.6,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.50,0.83,-4.6,-1.1,-0.8,0
332907,manual,False,221.5,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.50,0.84,-4.7,-1.1,-0.7,0
333964,manual,False,221.3,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.51,0.83,-4.7,-1.1,-0.7,0
335051,manual,False,221.5,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.51,0.83,-4.5,-1.2,-0.8,0
336147,manual,False,221.4,SW,1029,1028,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.50,0.84,-4.5,-1.3,-0.6,0
337213,manual,False,221.6,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.51,0.82,-4.7,-1.3,-0.8,0
338323,manual,False,221.5,SW,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.04,-0.50,0.83,-4.4,-1.1,-0.6,0
