time_ms,mode,path_planning,heading,cardinal,target,error,left_motor,right_motor,auto_motor,gps_status,lat,lon,alt,sats,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,encoder_pos
8023,unknown,False,347.4,N,210,-137.4,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.03,-0.42,0.88,-4.8,-1.3,-0.9,0
9043,autonomous,False,295.2,NW,210,-85.2,1093,1093,2000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.40,0.88,-4.6,-1.0,-1.0,0
10104,autonomous,False,280.8,W,210,-70.8,1000,1000,2000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.40,0.89,-4.5,-0.7,-0.6,0
11124,manual,False,277.2,W,210,-67.2,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.42,0.88,-4.7,-1.1,-0.6,0
12208,manual,False,276.2,W,210,-66.2,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.42,0.89,-4.7,-1.3,-0.9,0
13315,manual,False,276.0,W,210,-66.0,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.03,-0.43,0.88,-4.8,-1.6,-0.9,0
14325,manual,False,276.0,W,210,-66.0,1000,1000,1000,NO_FIX,N/A,N/A,N/A,0,-0.02,-0.43,0.89,-4.6,-1.3,-0.8,0
15397,manual,False,275.9,W,210,-65.9,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.42,0.88,-4.7,-1.3,-0.7,0
16496,hover,False,275.8,W,210,-65.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.01,-0.43,0.90,-4.5,-1.2,-0.5,1
17616,hover,False,275.8,W,210,-65.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.06,-0.48,0.88,-4.5,-1.2,-0.8,1
18711,hover,False,275.8,W,210,-65.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.43,0.88,-3.8,-1.5,-1.0,2
19726,hover,False,275.8,W,210,-65.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.02,-0.41,0.87,-4.4,-0.5,-0.6,2
20826,hover,False,275.8,W,210,-65.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.01,-0.42,0.92,-4.3,-0.3,-0.5,3
21913,hover,False,275.9,W,210,-65.9,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.05,-0.49,0.93,-4.3,-2.3,-0.9,3
22918,hover,False,275.9,W,210,-65.9,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,0.01,-0.37,0.89,-5.5,-2.4,-1.0,3
23982,hover,False,275.8,W,210,-65.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.03,-0.47,0.96,-5.9,-0.1,-1.1,3
24987,hover,False,275.9,W,210,-65.9,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.01,-0.40,0.87,-4.6,-1.5,-0.7,2
26094,hover,False,275.8,W,210,-65.8,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.00,-0.38,0.89,-5.2,-1.1,-1.3,2
27114,hover,False,275.9,W,210,-65.9,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.07,-0.45,0.88,-5.1,-0.8,-1.3,1
28122,hover,False,275.9,W,210,-65.9,1000,1000,1000,NO_DATA,N/A,N/A,N/A,0,-0.02,-0.39,0.88,-5.0,-1.2,-1.0,0
