time_ms,left_motor,right_motor
88079,1000,1000
88179,1000,1000
88289,1185,1185
88521,1623,1618
88625,1790,1787
88752,1836,1836
88856,1746,1746
89011,1198,1197
89150,1000,1000
89290,1000,1000
89552,1449,1444
89691,1841,1818
89830,1974,1963
89969,1961,1961
90110,1681,1681
90241,1503,1503
90381,1005,1006
92092,1000,1000
92344,1000,1000
92474,1000,1000
92602,1000,1000
92725,1000,1000
92860,1000,1000
